------------------------
u11 , 1119.782227 , 1111.265259
u6 , 1154.054688 , 1152.976562
u8 , 1055.402222 , 1056.511597
u0 , 1022.529358 , 1023.547058
u0 , 1023.547058 , 1022.111328
u1 , 1098.318726 , 1096.883057
u2 , 1090.703369 , 1089.2677
u3 , 1045.735107 , 1044.299438
u4 , 1162.490845 , 1161.055176
u5 , 1094.434937 , 1092.999268
u6 , 1152.976562 , 1151.540894
u7 , 1216.359131 , 1214.923462
u8 , 1056.511597 , 1055.075928
u9 , 1030.137085 , 1028.701416
u10 , 1121.154541 , 1119.718872
u11 , 1111.265259 , 1109.82959
------------------------
