100 , 1034.210815
101 , 1091.794067
102 , 1113.596558
103 , 1047.264282
104 , 1173.4375
105 , 1110.894409
106 , 1133.176636
107 , 1231.668213
108 , 1053.566895
109 , 1046.844971
110 , 1110.657959
111 , 1087.580444
112 , 1042.092163
113 , 1005.113953
114 , 1116.844849
115 , 1041.459595
116 , 1043.623779
117 , 1052.638184
118 , 1127.570801
119 , 1147.82373
120 , 1135.535767
121 , 1421.613525
122 , 1003.798523
123 , 1004.328247
124 , 1027.128174
125 , 1024.011475
126 , 1206.735962
127 , 1143.409302
128 , 1117.933594
129 , 1143.822266
130 , 1177.897583
131 , 1275.873535
132 , 1278.509888
133 , 1111.346802
134 , 1121.349854
135 , 1123.659668
136 , 1061.683228
137 , 999.531738
138 , 976.408508
139 , 1028.143188
140 , 1112.633911
141 , 1123.167358
142 , 1106.382812
143 , 985.99707
144 , 1039.953979
145 , 1131.207642
146 , 991.664734
147 , 978.539856
