[[[1460, 1448.8050341653156, 0.87195447517903091, 19639.909900384118, 191.40512810926262, 88.274085207458896, 19639.909900384133]], 100]
[[[1460, 1467.8851861514538, 1.5578960681979006, 19189.215759672876, 246.07492901830884, 136.45521504556046, 19189.215759672828]], 101]
[[[1460, 1457.756324807388, 1.138644605430277, 19525.906816004888, 199.94230242676628, 115.69517764623275, 19525.906816004899]], 102]
[[[1460, 1460.1133526406982, 1.2094501145248162, 19529.970393194555, 207.87372355520245, 119.5568467109368, 19529.970393194548]], 103]
[[[1460, 1450.8275626241507, 1.5971368344489467, 19805.623371157948, 257.93641990786165, 139.4762082106063, 19805.623371157923]], 104]
[[[1460, 1461.3501699966118, 1.4591933405256576, 19595.576948895272, 238.44937678642111, 129.38742489889535, 19595.576948895228]], 105]
[[[1460, 1457.7243636441356, 1.8416972769344511, 20031.611916848422, 293.66456106875069, 154.60549560926276, 20031.611916848451]], 106]
[[[1460, 1464.8570915425776, 2.0491765987556172, 20326.835955994746, 333.94769596224205, 164.91584473648194, 20326.835955994698]], 107]
[[[1460, 1467.5990863114721, 1.2207897577275522, 19584.632497806844, 210.69743432608973, 118.07487045590922, 19584.632497806815]], 108]
[[[1460, 1455.9834111068815, 1.1146312381312489, 19634.38733254551, 206.02535371905736, 108.4307015300633, 19634.387332545521]], 109]
[[[1460, 1456.4296640096532, 1.1447029932894435, 19904.472887474025, 210.83680915486792, 110.88257381388262, 19904.472887474018]], 110]
[[[1460, 1463.0433145565785, 1.4627651256122105, 19700.949708413889, 240.42089565907568, 131.31694340737897, 19700.94970841386]], 111]
[[[1460, 1475.7927878976561, 0.61833124593584132, 21378.50680693223, 320.63782985170388, 38.916498654523735, 21378.506806932222]], 3210]
