100 , 1024.039307
101 , 1101.097046
102 , 1120.377563
103 , 1042.665527
104 , 1170.686401
105 , 1102.457153
106 , 1158.609741
107 , 1227.162354
108 , 1061.928101
109 , 1033.887573
110 , 1105.767334
111 , 1128.947021
112 , 1038.226929
113 , 1003.444702
114 , 1118.628784
115 , 1040.525269
116 , 1042.866211
117 , 1050.228271
118 , 1127.570801
119 , 1146.73291
120 , 1133.868042
121 , 1416.999023
122 , 1001.602112
123 , 1003.633667
124 , 1028.918213
125 , 1023.010071
126 , 1208.241333
127 , 1142.786377
128 , 1115.462524
129 , 1141.303955
130 , 1177.529907
131 , 1274.68335
132 , 1270.578491
133 , 1108.113281
134 , 1118.268677
135 , 1120.590942
136 , 1061.683228
137 , 998.603943
138 , 974.522461
139 , 1025.112183
140 , 1110.749512
141 , 1122.331421
142 , 1103.307861
143 , 984.601379
144 , 1039.953979
145 , 1129.666992
146 , 990.204529
147 , 977.888855
