100 , 1027.780029
101 , 1109.0
102 , 1111.0
103 , 1058.780029
104 , 1163.619995
105 , 1107.189941
106 , 1154.52002
107 , 1222.430054
108 , 1063.340088
109 , 1049.210083
110 , 1112.449951
111 , 1135.420044
112 , 1036.969971
113 , 1000.228027
114 , 1119.0
115 , 1030.410034
116 , 1044.290039
117 , 1050.0
118 , 1122.609985
119 , 1136.920044
120 , 1123.349976
121 , 1390.0
122 , 1002.340027
123 , 1004.429993
124 , 1031.810059
125 , 1024.219971
126 , 1195.060059
127 , 1136.160034
128 , 1111.97998
129 , 1142.089966
130 , 1172.48999
131 , 1264.339966
132 , 1267.579956
133 , 1102.640015
134 , 1115.47998
135 , 1114.380005
136 , 1058.790039
137 , 996.224976
138 , 975.958008
139 , 1021.580017
140 , 1110.119995
141 , 1119.97998
142 , 1098.839966
143 , 991.116028
144 , 1035.790039
145 , 1129.310059
146 , 989.797974
147 , 978.705994
